ANO_EJE;FECHA_CORTE;SECTOR;PLIEGO;UNIDAD_EJECUTORA;SEC_EJEC;PROGRAMA_PPTAL;TIPO_PROD_PROY;PRODUCTO_PROYECTO;TIPO_ACT_OBRA_AC;ACTIV_OBRA_ACCINV;FUNCION;DIVISION_FN;GRUPO_FN;META;FINALIDAD;UNIDAD_MEDIDA;CANT_META_ANUAL;CANT_META_SEM;AVAN_FISICO_ANUAL;AVAN_FISICO_SEM;SEC_FUNC;DEPARTAMENTO_META;PROVINCIA_META;DISTRITO_META;FUENTE_FINANC;RUBRO;CATEGORIA_GASTO;TIPO_TRANSACCION;GENERICA;SUBGENERICA;SUBGENERICA_DET;ESPECIFICA;ESPECIFICA_DET;MTO_PIA;MTO_MODIFICACIONES;MTO_PIM;MTO_CERTIFICADO;MTO_COMPRO_ANUAL;MTO_AT_COMP_01;MTO_AT_COMP_02;MTO_AT_COMP_03;MTO_AT_COMP_04;MTO_AT_COMP_05;MTO_AT_COMP_06;MTO_AT_COMP_07;MTO_AT_COMP_08;MTO_AT_COMP_09;MTO_AT_COMP_10;MTO_AT_COMP_11;MTO_AT_COMP_12;MTO_DEVENGA_01;MTO_DEVENGA_02;MTO_DEVENGA_03;MTO_DEVENGA_04;MTO_DEVENGA_05;MTO_DEVENGA_06;MTO_DEVENGA_07;MTO_DEVENGA_08;MTO_DEVENGA_09;MTO_DEVENGA_10;MTO_DEVENGA_11;MTO_DEVENGA_12;MTO_GIRADO_01;MTO_GIRADO_02;MTO_GIRADO_03;MTO_GIRADO_04;MTO_GIRADO_05;MTO_GIRADO_06;MTO_GIRADO_07;MTO_GIRADO_08;MTO_GIRADO_09;MTO_GIRADO_10;MTO_GIRADO_11;MTO_GIRADO_12;MTO_PAGADO_01;MTO_PAGADO_02;MTO_PAGADO_03;MTO_PAGADO_04;MTO_PAGADO_05;MTO_PAGADO_06;MTO_PAGADO_07;MTO_PAGADO_08;MTO_PAGADO_09;MTO_PAGADO_10;MTO_PAGADO_11;MTO_PAGADO_12
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000653.USUARIOS_PROTEGIDOS_EN_SUS_DERECHOS;5.ACTIVIDAD;5005019.ASISTENCIA_A_ASOCIACIONES_Y_CONSEJO_DE_USUARIOS;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0135556.ASISTENCIA_A_ASOCIACIONES_Y_CONSEJO_DE_USUARIOS;00287.ASISTENCIA_TECNICA_IMPLEMENTADA;0;0;0;0;8;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;1.PERSONAL_Y_OBLIGACIONES_SOCIALES;1.RETRIBUCIONES_Y_COMPLEMENTOS_EN_EFECTIVO;9.GASTOS_VARIABLES_Y_OCASIONALES;1.ESCOLARIDAD,_AGUINALDOS_Y_GRATIFICACIONES;3.BONIFICACION_POR_ESCOLARIDAD;400;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000653.USUARIOS_PROTEGIDOS_EN_SUS_DERECHOS;5.ACTIVIDAD;5005018.SOLUCION_DE_QUEJAS_Y_APELACIONES,_Y_SANCIONES_POR_INCUMPLIMIENTO_DE_RESOLUCIONES;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0135555.SOLUCION_DE_QUEJAS_Y_APELACIONES,_Y_SANCIONES_POR_INCUMPLIMIENTO_DE_RESOLUCIONES;00053.EXPEDIENTE_RESUELTO;0;0;0;0;7;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;4.SERVICIO_DE_MANTENIMIENTO,_ACONDICIONAMIENTO_Y__REPARACIONES;1.SERVICIO_DE_MANTENIMIENTO,_ACONDICIONAMIENTO_Y__REPARACIONES;1.DE_EDIFICACIONES,_OFICINAS_Y_ESTRUCTURAS;0;1800;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;9002.ASIGNACIONES_PRESUPUESTARIAS_QUE_NO_RESULTAN_EN_PRODUCTOS;3.PRODUCTO;3999999.SIN_PRODUCTO;5.ACTIVIDAD;5006228.REGISTRO_NACIONAL_DE_EQUIPOS_TERMINALES_MOVILES_PARA_LA_SEGURIDAD;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0254308.PREVENIR_Y_COMBATIR_EL_HURTO,_ROBO_Y_COMERCIO_ILEGAL_DE_EQUIPOS_TERMINALES_MOVILES,_DE_APLICACION_A_TODAS_LAS_PERSONAS_NATURALES,_PERSONAS_JURIDICAS_PUBLICAS_Y_PRIVADAS_A_NIVEL_NACIONAL;00155.PORCENTAJE;0;0;0;0;19;15.LIMA;01.LIMA;30.SAN_BORJA;4.DONACIONES_Y_TRANSFERENCIAS;13.DONACIONES_Y_TRANSFERENCIAS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;7.SERVICIOS_PROFESIONALES_Y_TECNICOS;1.SERVICIOS_DE_CONSULTORIAS,_ASESORIAS_Y_SIMILARES_DESARROLLADOS_POR_PERSONAS_JURIDICAS;1.CONSULTORIAS;0;815048;815048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;9001.ACCIONES_CENTRALES;3.PRODUCTO;3999999.SIN_PRODUCTO;5.ACTIVIDAD;5000007.DEFENSA_JUDICIAL_DEL_ESTADO;16.COMUNICACIONES;018.SEGURIDAD_JURIDICA;0039.DEFENSA_DE_LOS_DERECHOS_CONSTITUCIONALES_Y_LEGALES;1;0000571.DEFENSA_JUDICIAL_DEL_ESTADO;00155.PORCENTAJE;0;0;0;0;16;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;7.SERVICIOS_PROFESIONALES_Y_TECNICOS;2.SERVICIOS_DE_CONSULTORIAS,_ASESORIAS_Y_SIMILARES_DESARROLLADOS_POR_PERSONAS_NATURALES;99.OTROS_SERVICIOS_SIMILARES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;9001.ACCIONES_CENTRALES;3.PRODUCTO;3999999.SIN_PRODUCTO;5.ACTIVIDAD;5000002.CONDUCCION_Y_ORIENTACION_SUPERIOR;16.COMUNICACIONES;006.GESTION;0007.DIRECCION_Y_SUPERVISION_SUPERIOR;1;0083907.CONDUCCION_Y_DIRECCION_DE_LA_GESTION_INSTITUCIONAL;00155.PORCENTAJE;0;0;0;0;12;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;1.COMPRA_DE_BIENES;11.SUMINISTROS_PARA_MANTENIMIENTO_Y_REPARACION;1.SUMINISTROS_PARA_MANTENIMIENTO_Y_REPARACION;4.PARA_MAQUINARIAS_Y_EQUIPOS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;9001.ACCIONES_CENTRALES;3.PRODUCTO;3999999.SIN_PRODUCTO;5.ACTIVIDAD;5000003.GESTION_ADMINISTRATIVA;16.COMUNICACIONES;006.GESTION;0008.ASESORAMIENTO_Y_APOYO;1;0000089.ADMINISTRACION_Y_SUPERVISION;00155.PORCENTAJE;180;180;178;158;13;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;1.COMPRA_DE_BIENES;5.MATERIALES_Y__UTILES;3.ASEO,_LIMPIEZA_Y_COCINA;1.ASEO,_LIMPIEZA_Y_TOCADOR;64188;6700;70888;69793.31;69138.39;2500;5779.24;8411.14;1385.61;11566.74;11097.82;66;8928.6;2042.16;6071.3;5673.6;5616.18;2500;4095;91.6;11390.79;1565.8;1096.88;20069.75;555;10417.6;6071.3;-1.15;11285.82;2500;720;3466.35;10066.48;2888.96;1096.88;19469.88;1153;8689.6;7747.46;50;11289.78;2500;5779.24;8411.14;1385.61;11566.74;11097.82;66;8928.6;2042.16;6071.3;5673.6;5673.6
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;9001.ACCIONES_CENTRALES;3.PRODUCTO;3999999.SIN_PRODUCTO;5.ACTIVIDAD;5000003.GESTION_ADMINISTRATIVA;16.COMUNICACIONES;006.GESTION;0008.ASESORAMIENTO_Y_APOYO;1;0000089.ADMINISTRACION_Y_SUPERVISION;00155.PORCENTAJE;180;180;178;158;13;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;1.COMPRA_DE_BIENES;5.MATERIALES_Y__UTILES;1.DE_OFICINA;1.REPUESTOS_Y_ACCESORIOS;20400;-11412;8988;8481.99;4212.88;0;0;0;0;0;0;1989.36;0;0;0;0;2223.52;0;0;0;0;0;0;1990.06;0;0;0;0;2222.82;0;0;0;0;0;0;0;1989.36;0;0;0;2223.52;0;0;0;0;0;0;1989.36;0;0;0;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;9001.ACCIONES_CENTRALES;3.PRODUCTO;3999999.SIN_PRODUCTO;5.ACTIVIDAD;5000003.GESTION_ADMINISTRATIVA;16.COMUNICACIONES;006.GESTION;0008.ASESORAMIENTO_Y_APOYO;1;0000089.ADMINISTRACION_Y_SUPERVISION;00155.PORCENTAJE;180;180;178;158;13;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;1.COMPRA_DE_BIENES;3.COMBUSTIBLES,_CARBURANTES,_LUBRICANTES_Y_AFINES;1.COMBUSTIBLES,_CARBURANTES,_LUBRICANTES_Y_AFINES;1.COMBUSTIBLES_Y_CARBURANTES;0;600;600;295;295;0;0;0;0;295;0;0;0;0;0;0;0;0;0;0;0;295;0;0;0;0;0;0;0;0;0;0;0;295;0;0;0;0;0;0;0;0;0;0;0;295;0;0;0;0;0;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000001.ACCIONES_COMUNES;5.ACTIVIDAD;5000276.GESTION_DEL_PROGRAMA;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0047173.GESTION_DEL_PROGRAMA;00001.ACCION;180;180;176;176;1;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;1.COMPRA_DE_BIENES;11.SUMINISTROS_PARA_MANTENIMIENTO_Y_REPARACION;1.SUMINISTROS_PARA_MANTENIMIENTO_Y_REPARACION;3.PARA_MOBILIARIO_Y_SIMILARES;2100;100;2200;531.9;531.9;52.5;5.9;124;0;62;0;0;0;0;159.5;128;0;250;5.9;124;0;62;0;0;0;0;159.5;128;-197.5;250;5.9;124;0;62;0;0;0;0;159.5;128;-197.5;250;5.9;124;0;62;0;0;0;0;159.5;128;128
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000001.ACCIONES_COMUNES;5.ACTIVIDAD;5000276.GESTION_DEL_PROGRAMA;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0047173.GESTION_DEL_PROGRAMA;00001.ACCION;180;180;176;176;1;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;2.SERVICIOS_BASICOS,_COMUNICACIONES,_PUBLICIDAD_Y_DIFUSION;4.SERVICIO_DE_PUBLICIDAD,_IMPRESIONES,DIFUSION_E_IMAGEN_INSTITUCIONAL;2.OTROS_SERVICIOS_DE_PUBLICIDAD_Y_DIFUSION;202014;365207;567221;567220.39;537173.52;85000;0;99700;2520.39;98971.68;0;99808.75;0;0;76352.48;74820.22;0;13335.1;28666.18;52133.96;77208.52;47265.33;16617.95;109728.26;3646.11;31286.82;73129.36;17105.14;67050.79;13335.1;28666.18;37201.02;89310.37;48702.32;13002.66;114737.65;3646.11;31286.82;73129.36;16369.95;67785.98;85000;0;99700;2520.39;98971.68;0;99808.75;0;0;76352.48;74820.22;74820.22
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000001.ACCIONES_COMUNES;5.ACTIVIDAD;5000276.GESTION_DEL_PROGRAMA;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0047173.GESTION_DEL_PROGRAMA;00001.ACCION;180;180;176;176;1;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;7.SERVICIOS_PROFESIONALES_Y_TECNICOS;11.OTROS_SERVICIOS;99.SERVICIOS_DIVERSOS;442740;87658;530398;528337.25;508841.26;56401.7;166457.9;40854.09;34952.46;45253.12;26054.46;22930.42;40319.99;29191.3;11533.25;13176.87;21715.7;16752.8;78705.1;26493.72;34143.24;58079;40203.99;76622.7;54530.61;26000.54;11068.25;44100.47;42140.84;15692.8;49869.1;53755.3;34204.16;44766.5;53671.41;68875.32;62098.61;26460.14;12978.65;43342.67;42520.55;57388;166457.9;40854.09;34952.46;45253.12;26054.46;22930.42;41069.99;29191.3;11533.25;13176.87;13176.87
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000001.ACCIONES_COMUNES;5.ACTIVIDAD;5000276.GESTION_DEL_PROGRAMA;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0047173.GESTION_DEL_PROGRAMA;00001.ACCION;180;180;176;176;1;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;5.ALQUILERES_DE_MUEBLES_E_INMUEBLES;1.ALQUILERES_DE_MUEBLES_E_INMUEBLES;2.DE_VEHICULOS;0;2800;2800;850;850;0;0;0;0;0;0;0;0;0;400;0;450;0;0;0;0;0;0;0;0;0;400;0;450;0;0;0;0;0;0;0;0;0;400;0;450;0;0;0;0;0;0;0;0;0;400;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000001.ACCIONES_COMUNES;5.ACTIVIDAD;5000276.GESTION_DEL_PROGRAMA;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0047173.GESTION_DEL_PROGRAMA;00001.ACCION;180;180;176;176;1;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;1.PERSONAL_Y_OBLIGACIONES_SOCIALES;1.RETRIBUCIONES_Y_COMPLEMENTOS_EN_EFECTIVO;9.GASTOS_VARIABLES_Y_OCASIONALES;3.OTROS_GASTOS_VARIABLES_Y_OCASIONALES;3.COMPENSACION_VACACIONAL_(VACACIONES_TRUNCAS);404945;-23123;381822;381820.41;381820.41;51043.5;96707.18;19300.24;29660.36;31132.88;24048.46;18384.56;33570.57;16465.9;11886.13;20979.94;28640.69;51043.5;96707.18;17003;31957.6;31132.88;24048.46;18384.56;33570.57;16465.9;11886.13;20979.94;28640.69;51043.5;96707.18;17003;31957.6;31132.88;24048.46;18384.56;33570.57;16465.9;11886.13;20979.94;28640.69;51043.5;96707.18;19300.24;29660.36;31132.88;24048.46;18384.56;33570.57;16465.9;11886.13;20979.94;20979.94
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000653.USUARIOS_PROTEGIDOS_EN_SUS_DERECHOS;5.ACTIVIDAD;5005017.SUPERVISION_AL_CUMPLIMIENTO_DE_LA_NORMATIVA_DEL_USUARIO;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0135554.SUPERVISION_AL_CUMPLIMIENTO_DE_LA_NORMATIVA_DEL_USUARIO;00303.SUPERVISION_REALIZADA;336;128;546;260;6;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;8.CONTRATO_ADMINISTRATIVO_DE_SERVICIOS;1.CONTRATO_ADMINISTRATIVO_DE_SERVICIOS;1.CONTRATO_ADMINISTRATIVO_DE_SERVICIOS;357600;0;357600;351539.79;351537.87;29392.19;29413.44;39467.81;19939.62;19801.33;23713.36;42093.17;29277.14;29012.83;29247.93;29151.04;31028.01;29392.19;29413.44;26972.52;32435.81;19801.33;23713.36;42092.99;29277.14;29013.13;29247.93;29151.04;31026.99;23889.51;30010.67;27255.78;33242.28;20484.86;23046.06;43241.1;31058.08;25167.97;32615.54;25764.53;35761.49;29392.19;29413.44;39467.81;19939.62;19801.33;23713.36;42093.17;29277.14;29012.83;29247.93;29151.04;29151.04
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000653.USUARIOS_PROTEGIDOS_EN_SUS_DERECHOS;5.ACTIVIDAD;5005595.SERVICIOS_DE_ORIENTACION_AL_USUARIO_;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0160810.SERVICIOS_DE_ORIENTACION_AL_USUARIO;00611.ORIENTACION;1266172;633086;1346598;667462;9;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;2.SERVICIOS_BASICOS,_COMUNICACIONES,_PUBLICIDAD_Y_DIFUSION;2.SERVICIOS_DE_TELEFONIA_E_INTERNET;2.SERVICIO_DE_TELEFONIA_FIJA;118820;-88669;30151;30149.73;30149.73;30149.73;0;0;0;0;0;0;0;0;0;0;0;0;2319.21;2319.21;0;4638.42;0;2319.21;2319.21;4638.42;0;2319.21;9276.84;0;2319.21;0;2319.21;4638.42;0;2319.21;2319.21;4638.42;0;2319.21;9276.84;30149.73;0;0;0;0;0;0;0;0;0;0;0
2018;20230524;01._PRESIDENCIA_CONSEJO_MINISTROS;019._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;001._ORGANISMO_SUPERVISOR_DE_LA_INVERSION_PRIVADA_EN_TELECOMUNICACIONES;1265;0124.MEJORA_DE_LA_PROVISION_DE_LOS_SERVICIOS_DE_TELECOMUNICACIONES;3.PRODUCTO;3000653.USUARIOS_PROTEGIDOS_EN_SUS_DERECHOS;5.ACTIVIDAD;5005595.SERVICIOS_DE_ORIENTACION_AL_USUARIO_;16.COMUNICACIONES;010.EFICIENCIA_DE_MERCADOS;0018.EFICIENCIA_DE_MERCADOS;1;0160810.SERVICIOS_DE_ORIENTACION_AL_USUARIO;00611.ORIENTACION;1266172;633086;1346598;667462;9;15.LIMA;01.LIMA;30.SAN_BORJA;2.RECURSOS_DIRECTAMENTE_RECAUDADOS;09.RECURSOS_DIRECTAMENTE_RECAUDADOS;5.GASTOS_CORRIENTES;2.GASTOS_PRESUPUESTARIOS;3.BIENES_Y_SERVICIOS;2.CONTRATACION_DE_SERVICIOS;7.SERVICIOS_PROFESIONALES_Y_TECNICOS;2.SERVICIOS_DE_CONSULTORIAS,_ASESORIAS_Y_SIMILARES_DESARROLLADOS_POR_PERSONAS_NATURALES;99.OTROS_SERVICIOS_SIMILARES;0;14000;14000;14000;14000;0;0;0;0;0;0;0;0;0;7000;7000;0;0;0;0;0;0;0;0;0;0;0;0;14000;0;0;0;0;0;0;0;0;0;0;0;14000;0;0;0;0;0;0;0;0;0;7000;7000;7000
